error, MotorOutput (kP * error), Distance, kP, SetPoint, 
, 10.0, 0.7000000000000001, 0.0, 0.07, 10.0, 
, 10.0, 0.7000000000000001, 0.0, 0.07, 10.0, 
, 10.0, 0.7000000000000001, 0.0, 0.07, 10.0, 
, 10.0, 0.7000000000000001, 0.0, 0.07, 10.0, 
, 9.968693156542352, 0.6978085209579648, 0.03130684345764828, 0.07, 10.0, 
, 9.968693156542352, 0.6978085209579648, 0.03130684345764828, 0.07, 10.0, 
, 9.968693156542352, 0.6978085209579648, 0.03130684345764828, 0.07, 10.0, 
, 9.864846066048688, 0.6905392246234082, 0.1351539339513109, 0.07, 10.0, 
, 9.864846066048688, 0.6905392246234082, 0.1351539339513109, 0.07, 10.0, 
, 9.727401387454135, 0.6809180971217895, 0.27259861254586437, 0.07, 10.0, 
, 9.727401387454135, 0.6809180971217895, 0.27259861254586437, 0.07, 10.0, 
, 9.727401387454135, 0.6809180971217895, 0.27259861254586437, 0.07, 10.0, 
, 9.573921496356885, 0.670174504744982, 0.42607850364311567, 0.07, 10.0, 
, 9.573921496356885, 0.670174504744982, 0.42607850364311567, 0.07, 10.0, 
, 9.41815086061639, 0.6592705602431473, 0.5818491393836096, 0.07, 10.0, 
, 9.41815086061639, 0.6592705602431473, 0.5818491393836096, 0.07, 10.0, 
, 9.41815086061639, 0.6592705602431473, 0.5818491393836096, 0.07, 10.0, 
, 9.268488877257877, 0.6487942214080514, 0.7315111227421234, 0.07, 10.0, 
, 9.268488877257877, 0.6487942214080514, 0.7315111227421234, 0.07, 10.0, 
, 9.116154358482246, 0.6381308050937573, 0.8838456415177534, 0.07, 10.0, 
, 9.116154358482246, 0.6381308050937573, 0.8838456415177534, 0.07, 10.0, 
, 9.116154358482246, 0.6381308050937573, 0.8838456415177534, 0.07, 10.0, 
, 8.953511488812024, 0.6267458042168418, 1.0464885111879751, 0.07, 10.0, 
, 8.953511488812024, 0.6267458042168418, 1.0464885111879751, 0.07, 10.0, 
, 8.807667413192249, 0.6165367189234575, 1.1923325868077512, 0.07, 10.0, 
, 8.807667413192249, 0.6165367189234575, 1.1923325868077512, 0.07, 10.0, 
, 8.807667413192249, 0.6165367189234575, 1.1923325868077512, 0.07, 10.0, 
, 8.551485803922956, 0.598604006274607, 1.4485141960770438, 0.07, 10.0, 
, 8.551485803922956, 0.598604006274607, 1.4485141960770438, 0.07, 10.0, 
, 8.491544652424777, 0.5944081256697344, 1.508455347575224, 0.07, 10.0, 
, 8.491544652424777, 0.5944081256697344, 1.508455347575224, 0.07, 10.0, 
, 8.491544652424777, 0.5944081256697344, 1.508455347575224, 0.07, 10.0, 
, 8.345318786031125, 0.5841723150221788, 1.654681213968874, 0.07, 10.0, 
, 8.345318786031125, 0.5841723150221788, 1.654681213968874, 0.07, 10.0, 
, 8.200620082732971, 0.5740434057913081, 1.7993799172670288, 0.07, 10.0, 
, 8.200620082732971, 0.5740434057913081, 1.7993799172670288, 0.07, 10.0, 
, 8.200620082732971, 0.5740434057913081, 1.7993799172670288, 0.07, 10.0, 
, 7.9555104059060175, 0.5568857284134213, 2.0444895940939825, 0.07, 10.0, 
, 7.9555104059060175, 0.5568857284134213, 2.0444895940939825, 0.07, 10.0, 
, 7.90091432524207, 0.5530640027669449, 2.09908567475793, 0.07, 10.0, 
, 7.90091432524207, 0.5530640027669449, 2.09908567475793, 0.07, 10.0, 
, 7.90091432524207, 0.5530640027669449, 2.09908567475793, 0.07, 10.0, 
, 7.756979203491662, 0.5429885442444164, 2.2430207965083375, 0.07, 10.0, 
, 7.756979203491662, 0.5429885442444164, 2.2430207965083375, 0.07, 10.0, 
, 7.6153348263844975, 0.5330734378469149, 2.3846651736155025, 0.07, 10.0, 
, 7.6153348263844975, 0.5330734378469149, 2.3846651736155025, 0.07, 10.0, 
, 7.6153348263844975, 0.5330734378469149, 2.3846651736155025, 0.07, 10.0, 
, 7.475981193920576, 0.5233186835744403, 2.5240188060794244, 0.07, 10.0, 
, 7.475981193920576, 0.5233186835744403, 2.5240188060794244, 0.07, 10.0, 
, 7.333191444491789, 0.5133234011144253, 2.6668085555082106, 0.07, 10.0, 
, 7.333191444491789, 0.5133234011144253, 2.6668085555082106, 0.07, 10.0, 
, 7.333191444491789, 0.5133234011144253, 2.6668085555082106, 0.07, 10.0, 
, 7.196510347444983, 0.5037557243211489, 2.8034896525550166, 0.07, 10.0, 
, 7.196510347444983, 0.5037557243211489, 2.8034896525550166, 0.07, 10.0, 
, 7.0689922289711475, 0.4948294560279804, 2.9310077710288525, 0.07, 10.0, 
, 7.0689922289711475, 0.4948294560279804, 2.9310077710288525, 0.07, 10.0, 
, 7.0689922289711475, 0.4948294560279804, 2.9310077710288525, 0.07, 10.0, 
, 6.933838295019837, 0.4853686806513886, 3.0661617049801633, 0.07, 10.0, 
, 6.933838295019837, 0.4853686806513886, 3.0661617049801633, 0.07, 10.0, 
, 6.807083758093748, 0.47649586306656244, 3.1929162419062513, 0.07, 10.0, 
, 6.807083758093748, 0.47649586306656244, 3.1929162419062513, 0.07, 10.0, 
, 6.807083758093748, 0.47649586306656244, 3.1929162419062513, 0.07, 10.0, 
, 6.679183848846039, 0.46754286941922274, 3.320816151153961, 0.07, 10.0, 
, 6.679183848846039, 0.46754286941922274, 3.320816151153961, 0.07, 10.0, 
, 6.555865428884815, 0.4589105800219371, 3.4441345711151854, 0.07, 10.0, 
, 6.555865428884815, 0.4589105800219371, 3.4441345711151854, 0.07, 10.0, 
, 6.555865428884815, 0.4589105800219371, 3.4441345711151854, 0.07, 10.0, 
, 6.434074172019086, 0.45038519204133604, 3.5659258279809145, 0.07, 10.0, 
, 6.434074172019086, 0.45038519204133604, 3.5659258279809145, 0.07, 10.0, 
, 6.313428287474977, 0.4419399801232484, 3.6865717125250224, 0.07, 10.0, 
, 6.313428287474977, 0.4419399801232484, 3.6865717125250224, 0.07, 10.0, 
, 6.313428287474977, 0.4419399801232484, 3.6865717125250224, 0.07, 10.0, 
, 6.193545984478617, 0.43354821891350326, 3.806454015521383, 0.07, 10.0, 
, 6.193545984478617, 0.43354821891350326, 3.806454015521383, 0.07, 10.0, 
, 6.073663681482257, 0.42515645770375804, 3.9263363185177433, 0.07, 10.0, 
, 6.073663681482257, 0.42515645770375804, 3.9263363185177433, 0.07, 10.0, 
, 6.073663681482257, 0.42515645770375804, 3.9263363185177433, 0.07, 10.0, 
, 5.962944357058866, 0.4174061049941207, 4.037055642941134, 0.07, 10.0, 
, 5.962944357058866, 0.4174061049941207, 4.037055642941134, 0.07, 10.0, 
, 5.875132479067902, 0.41125927353475317, 4.124867520932098, 0.07, 10.0, 
, 5.875132479067902, 0.41125927353475317, 4.124867520932098, 0.07, 10.0, 
, 5.875132479067902, 0.41125927353475317, 4.124867520932098, 0.07, 10.0, 
, 5.764413154644512, 0.40350892082511586, 4.235586845355488, 0.07, 10.0, 
, 5.764413154644512, 0.40350892082511586, 4.235586845355488, 0.07, 10.0, 
, 5.655602784090489, 0.3958921948863343, 4.344397215909511, 0.07, 10.0, 
, 5.655602784090489, 0.3958921948863343, 4.344397215909511, 0.07, 10.0, 
, 5.655602784090489, 0.3958921948863343, 4.344397215909511, 0.07, 10.0, 
, 5.451726510841902, 0.3816208557589332, 4.548273489158098, 0.07, 10.0, 
, 5.451726510841902, 0.3816208557589332, 4.548273489158098, 0.07, 10.0, 
, 5.445617858459922, 0.38119325009219457, 4.554382141540078, 0.07, 10.0, 
, 5.445617858459922, 0.38119325009219457, 4.554382141540078, 0.07, 10.0, 
, 5.445617858459922, 0.38119325009219457, 4.554382141540078, 0.07, 10.0, 
, 5.246704865271694, 0.3672693405690186, 4.753295134728306, 0.07, 10.0, 
, 5.246704865271694, 0.3672693405690186, 4.753295134728306, 0.07, 10.0, 
, 5.239832631341965, 0.3667882841939376, 4.760167368658035, 0.07, 10.0, 
, 5.239832631341965, 0.3667882841939376, 4.760167368658035, 0.07, 10.0, 
, 5.239832631341965, 0.3667882841939376, 4.760167368658035, 0.07, 10.0, 
, 5.145912100969021, 0.3602138470678315, 4.854087899030979, 0.07, 10.0, 
, 5.145912100969021, 0.3602138470678315, 4.854087899030979, 0.07, 10.0, 
, 5.048555453631212, 0.3533988817541849, 4.951444546368788, 0.07, 10.0, 
, 5.048555453631212, 0.3533988817541849, 4.951444546368788, 0.07, 10.0, 
, 5.048555453631212, 0.3533988817541849, 4.951444546368788, 0.07, 10.0, 
, 4.954634923258267, 0.3468244446280787, 5.045365076741733, 0.07, 10.0, 
, 4.954634923258267, 0.3468244446280787, 5.045365076741733, 0.07, 10.0, 
, 4.862623346754691, 0.3403836342728284, 5.137376653245309, 0.07, 10.0, 
, 4.862623346754691, 0.3403836342728284, 5.137376653245309, 0.07, 10.0, 
, 4.862623346754691, 0.3403836342728284, 5.137376653245309, 0.07, 10.0, 
, 4.770993561024989, 0.33396954927174927, 5.229006438975011, 0.07, 10.0, 
, 4.770993561024989, 0.33396954927174927, 5.229006438975011, 0.07, 10.0, 
, 4.681272729164656, 0.32768909104152594, 5.318727270835344, 0.07, 10.0, 
, 4.681272729164656, 0.32768909104152594, 5.318727270835344, 0.07, 10.0, 
, 4.681272729164656, 0.32768909104152594, 5.318727270835344, 0.07, 10.0, 
, 4.594606223495312, 0.32162243564467186, 5.405393776504688, 0.07, 10.0, 
, 4.594606223495312, 0.32162243564467186, 5.405393776504688, 0.07, 10.0, 
, 4.507176136278221, 0.3155023295394755, 5.492823863721779, 0.07, 10.0, 
, 4.507176136278221, 0.3155023295394755, 5.492823863721779, 0.07, 10.0, 
, 4.507176136278221, 0.3155023295394755, 5.492823863721779, 0.07, 10.0, 
, 4.423182166025994, 0.30962275162181957, 5.576817833974006, 0.07, 10.0, 
, 4.423182166025994, 0.30962275162181957, 5.576817833974006, 0.07, 10.0, 
, 4.341478940417009, 0.3039035258291906, 5.658521059582991, 0.07, 10.0, 
, 4.341478940417009, 0.3039035258291906, 5.658521059582991, 0.07, 10.0, 
, 4.341478940417009, 0.3039035258291906, 5.658521059582991, 0.07, 10.0, 
, 4.2609210871296455, 0.2982644760990752, 5.7390789128703545, 0.07, 10.0, 
, 4.2609210871296455, 0.2982644760990752, 5.7390789128703545, 0.07, 10.0, 
, 4.1795996522945345, 0.29257197566061743, 5.8204003477054655, 0.07, 10.0, 
, 4.1795996522945345, 0.29257197566061743, 5.8204003477054655, 0.07, 10.0, 
, 4.1795996522945345, 0.29257197566061743, 5.8204003477054655, 0.07, 10.0, 
, 4.1059140329369, 0.287413982305583, 5.8940859670631, 0.07, 10.0, 
, 4.1059140329369, 0.287413982305583, 5.8940859670631, 0.07, 10.0, 
, 4.031083041257643, 0.28217581288803506, 5.968916958742357, 0.07, 10.0, 
, 4.031083041257643, 0.28217581288803506, 5.968916958742357, 0.07, 10.0, 
, 4.031083041257643, 0.28217581288803506, 5.968916958742357, 0.07, 10.0, 
, 3.960069957317124, 0.2772048970121987, 6.039930042682876, 0.07, 10.0, 
, 3.960069957317124, 0.2772048970121987, 6.039930042682876, 0.07, 10.0, 
, 3.884475384090119, 0.27191327688630834, 6.115524615909881, 0.07, 10.0, 
, 3.884475384090119, 0.27191327688630834, 6.115524615909881, 0.07, 10.0, 
, 3.884475384090119, 0.27191327688630834, 6.115524615909881, 0.07, 10.0, 
, 3.811935137054105, 0.26683545959378735, 6.188064862945895, 0.07, 10.0, 
, 3.811935137054105, 0.26683545959378735, 6.188064862945895, 0.07, 10.0, 
, 3.7432127977568275, 0.26202489584297795, 6.2567872022431725, 0.07, 10.0, 
, 3.7432127977568275, 0.26202489584297795, 6.2567872022431725, 0.07, 10.0, 
, 3.7432127977568275, 0.26202489584297795, 6.2567872022431725, 0.07, 10.0, 
, 3.677926575424415, 0.2574548602797091, 6.322073424575585, 0.07, 10.0, 
, 3.677926575424415, 0.2574548602797091, 6.322073424575585, 0.07, 10.0, 
, 3.605768119162274, 0.2524037683413592, 6.394231880837726, 0.07, 10.0, 
, 3.605768119162274, 0.2524037683413592, 6.394231880837726, 0.07, 10.0, 
, 3.605768119162274, 0.2524037683413592, 6.394231880837726, 0.07, 10.0, 
, 3.5412454783776095, 0.24788718348643268, 6.4587545216223905, 0.07, 10.0, 
, 3.5412454783776095, 0.24788718348643268, 6.4587545216223905, 0.07, 10.0, 
, 3.477104628366817, 0.2433973239856772, 6.522895371633183, 0.07, 10.0, 
, 3.477104628366817, 0.2433973239856772, 6.522895371633183, 0.07, 10.0, 
, 3.477104628366817, 0.2433973239856772, 6.522895371633183, 0.07, 10.0, 
, 3.4125819875821524, 0.2388807391307507, 6.587418012417848, 0.07, 10.0, 
, 3.4125819875821524, 0.2388807391307507, 6.587418012417848, 0.07, 10.0, 
, 3.3507318822146033, 0.23455123175502224, 6.649268117785397, 0.07, 10.0, 
, 3.3507318822146033, 0.23455123175502224, 6.649268117785397, 0.07, 10.0, 
, 3.3507318822146033, 0.23455123175502224, 6.649268117785397, 0.07, 10.0, 
, 3.2873546137515586, 0.23011482296260913, 6.712645386248441, 0.07, 10.0, 
, 3.2873546137515586, 0.23011482296260913, 6.712645386248441, 0.07, 10.0, 
, 3.2297042068966206, 0.22607929448276345, 6.770295793103379, 0.07, 10.0, 
, 3.2297042068966206, 0.22607929448276345, 6.770295793103379, 0.07, 10.0, 
, 3.2297042068966206, 0.22607929448276345, 6.770295793103379, 0.07, 10.0, 
, 3.170526636946189, 0.22193686458623324, 6.829473363053811, 0.07, 10.0, 
, 3.170526636946189, 0.22193686458623324, 6.829473363053811, 0.07, 10.0, 
, 3.112112648543503, 0.21784788539804523, 6.887887351456497, 0.07, 10.0, 
, 3.112112648543503, 0.21784788539804523, 6.887887351456497, 0.07, 10.0, 
, 3.112112648543503, 0.21784788539804523, 6.887887351456497, 0.07, 10.0, 
, 3.055989404784061, 0.2139192583348843, 6.944010595215939, 0.07, 10.0, 
, 3.055989404784061, 0.2139192583348843, 6.944010595215939, 0.07, 10.0, 
, 3.00215690566786, 0.21015098339675023, 6.99784309433214, 0.07, 10.0, 
, 3.00215690566786, 0.21015098339675023, 6.99784309433214, 0.07, 10.0, 
, 3.00215690566786, 0.21015098339675023, 6.99784309433214, 0.07, 10.0, 
, 2.9475608250039134, 0.20632925775027394, 7.052439174996087, 0.07, 10.0, 
, 2.9475608250039134, 0.20632925775027394, 7.052439174996087, 0.07, 10.0, 
, 2.8952554889832083, 0.2026678842288246, 7.104744511016792, 0.07, 10.0, 
, 2.8952554889832083, 0.2026678842288246, 7.104744511016792, 0.07, 10.0, 
, 2.8952554889832083, 0.2026678842288246, 7.104744511016792, 0.07, 10.0, 
, 2.844095525284124, 0.1990866867698887, 7.155904474715876, 0.07, 10.0, 
, 2.844095525284124, 0.1990866867698887, 7.155904474715876, 0.07, 10.0, 
, 2.792171980037293, 0.1954520386026105, 7.207828019962707, 0.07, 10.0, 
, 2.792171980037293, 0.1954520386026105, 7.207828019962707, 0.07, 10.0, 
, 2.792171980037293, 0.1954520386026105, 7.207828019962707, 0.07, 10.0, 
, 2.743302760981452, 0.19203119326870166, 7.256697239018548, 0.07, 10.0, 
, 2.743302760981452, 0.19203119326870166, 7.256697239018548, 0.07, 10.0, 
, 2.6940517511517363, 0.18858362258062156, 7.305948248848264, 0.07, 10.0, 
, 2.6940517511517363, 0.18858362258062156, 7.305948248848264, 0.07, 10.0, 
, 2.6940517511517363, 0.18858362258062156, 7.305948248848264, 0.07, 10.0, 
, 2.647473276739138, 0.18532312937173967, 7.352526723260862, 0.07, 10.0, 
, 2.647473276739138, 0.18532312937173967, 7.352526723260862, 0.07, 10.0, 
